Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Credits Transferred to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Methodology /Protocol Version,Verified Removal,Additional Certifications/SDGs,Verifier,Project Website,ACR Issuance Data,Updated 11-1-23,Total Credits Issued: ,233479712
2020-06-15,ACR232,The Dry Creek Dairy Biofactory Project,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2019,2020,59299,59299,0,0,Hansen,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2020-06-17,ACR499,Anew - Kootznoowoo Native Community Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2020,94253,94253,0,16966,Prince of Wales,ALASKA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",,,,,
2020-06-17,ACR499,Anew - Kootznoowoo Native Community Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2018,2020,55962,55962,0,10073,Prince of Wales,ALASKA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",,,,,
2020-06-24,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,19346,17192,2154,0,Lukens Island,NORTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-06-25,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,24788,22175,2613,0,Allendale,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-06-25,ACR437,Bluesource - Cumberland Mountains Improved Forest Management Project,Blue Source,Forest Carbon,2015-06-25 00:00:00,Yes,No,2019,2020,6249083,5149994,1099089,0,West Virginia,WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2020-06-30,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2019,2020,8029,8029,0,0,"Plymouth, Indiana",INDIANA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Ruby Canyon Environment,,,,,
2020-07-01,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.3,No,No,2019,2020,20046,20046,0,2807,Albany,NEW YORK,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-07-01,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.3,No,No,2018,2020,13364,13364,0,1871,Albany,NEW YORK,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-07-04,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,2011-10-20 00:00:00,Yes,No,2019,2020,6354,5131,1223,0,5 miles west of Willow Creek,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-07-04,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,2011-10-20 00:00:00,Yes,No,2018,2020,7065,5706,1359,0,5 miles west of Willow Creek,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-07-07,ACR375,Anew - Hawk Mountain Forestry Project,Blue Source,Forest Carbon,Version 1.0,No,No,2020,2020,9488,9488,0,1803,"Drehersville, Pennsylvania",PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-07-07,ACR375,Anew - Hawk Mountain Forestry Project,Blue Source,Forest Carbon,Version 1.0,No,No,2019,2020,36687,36687,0,6970,"Drehersville, Pennsylvania",PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-07-08,ACR522,A-Gas 2-2020,A-Gas US Inc.,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2019,2020,94565,94565,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,www.agasamericas.com,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2019,2020,14435,11901,2534,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2018,2020,7060,5821,1239,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2017,2020,6893,5683,1210,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2016,2020,6730,5549,1181,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2020,6569,5416,1153,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-09,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,169,Forest Carbon,2011-10-20 00:00:00,Yes,No,2014,2020,6412,5286,1126,0,Murrell's Inlet,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",,,,,
2020-07-10,ACR292,Congaree River,Congaree River LLC,Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,33582,27121,6461,0,Coastal Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-07-10,ACR292,Congaree River,Congaree River LLC,Forest Carbon,2014-11-14 00:00:00,Yes,No,2017,2020,2891,2335,556,0,Coastal Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-07-13,ACR360,Finite Carbon - Ahtna Native Alaskan IFM,"Ahtna, Incorporated",Forest Carbon,2015-06-25 00:00:00,Yes,No,2019,2020,306931,280185,26746,0,"Glennallen, AK",ALASKA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2020-07-13,ACR360,Finite Carbon - Ahtna Native Alaskan IFM,"Ahtna, Incorporated",Forest Carbon,2015-06-25 00:00:00,Yes,No,2018,2020,286318,261368,24950,0,"Glennallen, AK",ALASKA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,,,,,
2020-07-15,ACR367,Elk Creek Permit Area Abandoned Mine Project,Vessels Carbon Solutions,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2019,2020,94217,94217,0,0,Somerset,COLORADO,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.",,,,,
2020-07-29,ACR533,A-Gas 3-2020,A-Gas US Inc.,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2020,2020,81042,81042,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,www.agasamericas.com,,,,
2020-07-31,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),"GreenTrees, LLC",Forest Carbon,Version 1.0,No,Yes,2019,2020,9257,7719,1538,0,Mississippi Alluvial Valley,ARKANSAS,US,Afforestation and Reforestation of Degraded Lands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,www.green-trees.com,,,,
2020-07-31,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),"GreenTrees, LLC",Forest Carbon,Version 1.0,No,No,2019,2020,1354928,1354928,0,225130,Mississippi Alluvial Valley,ARKANSAS,US,Afforestation and Reforestation of Degraded Lands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,www.green-trees.com,,,,
2020-07-31,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),"GreenTrees, LLC",Forest Carbon,Version 1.0,No,Yes,2018,2020,6270,5228,1042,0,Mississippi Alluvial Valley,ARKANSAS,US,Afforestation and Reforestation of Degraded Lands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,www.green-trees.com,,,,
2020-07-31,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),"GreenTrees, LLC",Forest Carbon,Version 1.0,No,No,2018,2020,302280,302280,0,50225,Mississippi Alluvial Valley,ARKANSAS,US,Afforestation and Reforestation of Degraded Lands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,www.green-trees.com,,,,
2020-07-31,ACR373,Blue Source - Northwoods Improved Forest Management Project,Blue Source,Forest Carbon,2015-06-25 00:00:00,Yes,No,2019,2020,45908,37833,8075,0,Hayward,WISCONSIN,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-07-31,ACR373,Blue Source - Northwoods Improved Forest Management Project,Blue Source,Forest Carbon,2015-06-25 00:00:00,Yes,No,2018,2020,34031,28045,5986,0,Hayward,WISCONSIN,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-08-03,ACR182,Hanes Ranch Forest Carbon Project,Hanes Ranch Inc.,Forest Carbon,2011-10-20 00:00:00,Yes,No,2019,2020,11030,8912,2118,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2020-08-03,ACR182,Hanes Ranch Forest Carbon Project,Hanes Ranch Inc.,Forest Carbon,2011-10-20 00:00:00,Yes,No,2018,2020,10996,8885,2111,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2020-08-03,ACR182,Hanes Ranch Forest Carbon Project,Hanes Ranch Inc.,Forest Carbon,2011-10-20 00:00:00,Yes,No,2017,2020,11736,9483,2253,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2020-08-06,ACR407,BMMC1,Environmental Commodities Corporation,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2019,2020,157720,157720,0,0,Cameron,WEST VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2020-08-10,ACR284,Finite Carbon - Massachusetts Audubon Society IFM,"Massachusetts Audubon Society, Inc.",Forest Carbon,2014-11-14 00:00:00,Yes,No,2020,2020,20920,16894,4026,0,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,NSF International Strategic Registrations (NSF-ISR),,,,,
2020-08-10,ACR284,Finite Carbon - Massachusetts Audubon Society IFM,"Massachusetts Audubon Society, Inc.",Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,20920,16894,4026,0,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,NSF International Strategic Registrations (NSF-ISR),,,,,
2020-08-21,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,2014-11-14 00:00:00,Yes,No,2020,2020,13896,11222,2674,0,The Tennessee River Gorge,TENNESSEE,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-08-21,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,15924,12860,3064,0,The Tennessee River Gorge,TENNESSEE,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-08-27,ACR226,Marshall County VAM Abatement Project,"NextEra Energy Marketing, LLC",Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2019,2020,127576,127576,0,0,"Glen Easton, WV  26039",WEST VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2020-08-28,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2019,2020,25682,25682,0,0,"Gooding, ID",IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Dillon Consulting Limited,,,,,
2020-08-28,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2018,2020,24535,24535,0,0,"Gooding, ID",IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Dillon Consulting Limited,,,,,
2020-08-28,ACR234,Alliance Dairy,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2019,2020,10809,10809,0,0,Trenton,FLORIDA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2020-08-31,ACR518,Anew - Burnt Mountain Forestry Project,Blue Source,Forest Carbon,Version 1.0,No,No,2019,2020,33018,33018,0,5943,"Montgomery, VT",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-08-31,ACR518,Anew - Burnt Mountain Forestry Project,Blue Source,Forest Carbon,Version 1.0,No,No,2018,2020,16782,16782,0,3021,"Montgomery, VT",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-09-04,ACR550,Hudson Tech 2020-3,Hudson Technologies Company,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2020,2020,59364,59364,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",www.hudsontech.com,,,,
2020-09-10,ACR287,Green Assets - BJT Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2020,2020,40321,35335,4986,0,Georgia,GEORGIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-09-14,ACR439,Bluesource – Edge of Appalachia Improved Forest Management Project,Blue Source,Forest Carbon,2015-06-25 00:00:00,Yes,No,2020,2020,684708,564282,120426,0,"Adams, Pike and Highland counties",OHIO,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2020-09-18,ACR561,Tradewater ODS 34,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2020,2020,101273,101273,0,0,East Liverpool,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",,,,,
2020-09-22,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.2,No,Yes,2019,2020,143815,117928,25887,0,"Morton, Washington",WASHINGTON,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-09-22,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.2,No,Yes,2018,2020,215724,176893,38831,0,"Morton, Washington",WASHINGTON,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-09-22,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.2,No,Yes,2017,2020,71908,58964,12944,0,"Morton, Washington",WASHINGTON,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-09-24,ACR493,Marshall County Flare I,"NextEra Energy Marketing, LLC",Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2019,2020,36033,36033,0,0,Cameron,WEST VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2020-09-24,ACR546,Middle Fork Abandoned Mine Methane Recovery Project,Keyrock Environment LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2020,2020,10640,10640,0,0,Benton,ILLINOIS,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2020-10-02,ACR507,Anew - Pennsylvania Ridges Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2020,53175,53175,0,9572,Clinton and Schuylkill Counties,PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-10-02,ACR507,Anew - Pennsylvania Ridges Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2018,2020,2758,2758,0,496,Clinton and Schuylkill Counties,PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-10-05,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,2014-11-14 00:00:00,Yes,No,2019,2020,87584,70736,16848,0,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2020-10-05,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,2014-11-14 00:00:00,Yes,No,2018,2020,229846,185632,44214,0,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2020-10-05,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,2014-11-14 00:00:00,Yes,No,2017,2020,92787,74938,17849,0,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2020-10-07,ACR446,Foam Blowing Agent Project 001B,297,Industrial Process Emissions,Version 1.0,No,Yes,2016,2020,63104,63104,0,0,Earth City,MISSOURI,US,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",,,,,
2020-10-07,ACR447,Foam Blowing Agent Project 001C,297,Industrial Process Emissions,Version 1.0,No,Yes,2017,2020,93458,93458,0,0,Earth City,MISSOURI,US,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",,,,,
2020-10-07,ACR448,Foam Blowing Agent Project 001D,297,Industrial Process Emissions,Version 1.0,No,Yes,2018,2020,85790,85790,0,0,Earth City,MISSOURI,US,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",,,,,
2020-10-07,ACR467,WTE Digester,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2020,2020,16367,16367,0,0,Sturgeon Bay,WISCONSIN,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2020-10-16,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,2011-10-20 00:00:00,Yes,No,2020,2020,12600,10176,2424,0,6 miles northeast of Point Arena CA,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2020-10-20,ACR282,Blue Creek,282,Forest Carbon,2014-11-14 00:00:00,Yes,No,2020,2020,98567,79606,18961,0,"Humboldt and Del Norte County, California",CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2020-10-26,ACR394,Hiawatha Club Carbon Project,The Nature Conservancy,Forest Carbon,Version 1.2,No,No,2019,2020,7734,7734,0,1238,East Stroudsburg,PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-10-26,ACR394,Hiawatha Club Carbon Project,The Nature Conservancy,Forest Carbon,Version 1.2,No,No,2018,2020,7734,7734,0,1238,East Stroudsburg,PENNSYLVANIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2020-10-27,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2018,2020,16266,14314,1952,0,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Restoration of California Deltaic and Coastal Wetlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),na,,,,
