Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR260,Warm Springs Phase I,CAFR5214,Era Ecosystem Services,,Forest Carbon,,Listed - Active ARB Project,Warm Springs OR,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,3237729.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR261,Replacement of SF6 as a Cover Gas at US Magnesium,,"US Magnesium, LLC",SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Completed,Not ARB Eligible,"60 miles west of Salt Lake City, UT",UTAH,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",152040.0,AM0065: Replacement of SF6 with Alternate Cover Gas in the Magnesium Industry,,,,,,
ACR262,Bewley Ranches,CAFR5212,Ross Bewley,,Forest Carbon,,Listed - Active ARB Project,Mendocino County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,886667.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR263,"Truck Stop Electrification, Washington",,IdleAir,Ruby Canyon Environment,Transport / Fleet Efficiency,Completed,Not ARB Eligible,"Spokane, WA",WASHINGTON,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",1657.0,Truck Stop Electrification,,www.idleair.com,,,,
ACR264,"Truck Stop Electrification, New York",,IdleAir,Ruby Canyon Environment,Transport / Fleet Efficiency,Completed,Not ARB Eligible,"Maybrook, NY",NEW YORK,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",240.0,Truck Stop Electrification,,www.idleair.com,,,,
ACR265,Green Assets - Lukens Avoided Conversion Project,CAFR5205,169,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Lukens Island,NORTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,344377.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR266,Green Assets - Milbury Avoided Conversion Project,5206,169,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Allendale,SOUTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1133899.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR267,Blue Source - Powellton Improved Forest Management Project,CAFR5207,Blue Source,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,West Virginia,WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2024853.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR268,Green Assets - HMWCF-I Avoided Conversion Project,CAFR5208,169,"Aster Global Environmental Solutions, Inc.",Forest Carbon,,Listed - Active ARB Project,Lagrange,GEORGIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,4896132.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR269,Green Assets - HMWCF-II Avoided Conversion Project,CAFR5209,169,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Crestview,FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1790079.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR270,Green Assets - HMWCF-III Avoided Conversion Project,CAFR5210,169,,Forest Carbon,,Listed - Proposed Project,Tallahassee,FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR271,EOS ACR 271,CAOD5211,EOS Climate Inc,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",124882.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR272,Bear Creek Watershed Forest Carbon Project,,City of Astoria,,Forest Carbon,Registered,Not ARB Eligible,10 miles southeast of the city of Astoria,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,411399.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR273,Green Diamond Resource Company Klamath East IFM,CAFR5233,277,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Proximity of Klamath Falls,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1149657.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR274,Green Diamond Resource Company Klamath West IFM,CAFR5234,277,"Aster Global Environmental Solutions, Inc.",Forest Carbon,,Listed - Active ARB Project,Proximity of Klamath Falls,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,885983.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR275,Wabashco Clean Sweep 7,CAOD5215,"Wabashco, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",116836.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,CAFR5226,Blue Source,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Horner,WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2321711.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR277,Blue Source – Boone Forestlands Improved Forest Management Project,CAFR5227,Blue Source,,Forest Carbon,,ARB Inactive,Pineville,KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR278,Blue Source – Elk Forest Improved Forest Management Project,CAFR5228,Blue Source,,Forest Carbon,,ARB Inactive,Harlan,KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,CAFR5229,The Nature Conservancy,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Wise,VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,790391.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,CAFR5230,Blue Source,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Logan,WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1307265.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,CAFR5231,Blue Source,,Forest Carbon,,Listed - Active ARB Project,Spooner,WISCONSIN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,408051.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR282,Blue Creek,CAFR5232,282,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,"Humboldt and Del Norte County, California",CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1221178.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR283,Rosendale Anaerobic Digester,CALS5223,"Camco Offsets I, LLC",,Livestock Waste Management,,Transferred ARB Project,Pickett,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",94701.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,CAFR5235,"Massachusetts Audubon Society, Inc.",,Forest Carbon,,Listed - Active ARB Project,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,853781.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR285,EOS ACR 285,CAOD5216,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",45663.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR286,Finite Carbon - KRP Timberlands IFM,CAFR5236,"Timberlands, LLC","S&A Carbon, LLC",Forest Carbon,,ARB Inactive,"Harlan, Leslie, Clay, Perry, Letcher, Knott, & Breathitt Counties",KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,CAFR5237,169,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Georgia,GEORGIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,504290.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR288,Camp Shelby Forest Carbon Project,CAFR5238,280,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Forrest and Perry Counties,MISSISSIPPI,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,36017.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR289,Blue Source- Red Hill West Improved Forest Management Project,CAFR5239,Blue Source,,Forest Carbon,,ARB Inactive,Monroe,ALABAMA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR290,Finite Carbon - Emory River Improved Forest Management Project,CAFR5240,The Lyme Timber Company,,Forest Carbon,,ARB Inactive,Wartburg,TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR291,Blue Source-Conservation Forestry Elk Improved Forest Management Project,CAFR5241,Blue Source,,Forest Carbon,,ARB Inactive,Benezette,PENNSYLVANIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR292,Congaree River,CAFR5242,Congaree River LLC,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Coastal Mendocino County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,209008.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,CAFR5243,Lakes Region Conservation Trust,,Forest Carbon,,Listed - Active ARB Project,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,483873.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR296,Blue Source - ORM McCloud Improved Forest Management Project,CAFR5246,Blue Source,,Forest Carbon,,ARB Inactive,"Poulsbo, Washington",WASHINGTON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR297,Blue Source-Texarkana Improved Forest Management Project,CAFR5247,Blue Source,,Forest Carbon,,ARB Inactive,"New Boston, Texas",TEXAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR298,Blue Source - Hancock McCloud Improved Forest Management Project,CAFR5248,Blue Source,,Forest Carbon,,ARB Inactive,"Weed, California",CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR299,Blue Source-St. Croix Improved Forest Management Project,CAFR5249,Blue Source,,Forest Carbon,,ARB Inactive,"Hayward, WI",WISCONSIN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR300,Blue Source-Gilchrist Improved Forest Management Project,CAFR5250,Blue Source,,Forest Carbon,,ARB Inactive,"Trenton,FL",FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR301,Blue Source-Lafayette Improved Forest Management Project,CAFR5251,Blue Source,,Forest Carbon,,ARB Inactive,"Cross City, FL",FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR302,White Mountain Apache Tribe Carbon Project (original II),,White Mountain Apache Tribe,,Forest Carbon,,Listed - Proposed Project,Fort Apache Indian Reservation,ARIZONA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,CAFR5253,White Mountain Apache Tribe,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Fort Apache Indian Reservation,ARIZONA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,6522969.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR304,White Mountain Apache Tribe Carbon Project IV,,White Mountain Apache Tribe,,Forest Carbon,,Listed - Proposed Project,White River,ARIZONA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR305,White Mountain Apache Tribe Carbon Project V,,White Mountain Apache Tribe,,Forest Carbon,,Listed - Proposed Project,White River,ARIZONA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR306,The Audubon Borestone Mountain Carbon Project,CAFR5256,Maine Audubon,,Forest Carbon,,ARB Inactive,Elliotsville,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR307,Donner Property,,Era Ecosystem Services,,Forest Carbon,,Listed - Proposed Project,Donner Louisiana,LOUISIANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR308,The Bridgestone Chestnut Mountain Carbon Project,CAFR5258,"Bridgestone Americas, Inc.",,Forest Carbon,,ARB Inactive,White County,TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR309,The Caulk Island Forest Carbon Project,CAFR5259,Caulk Island Land & Timber Co.,,Forest Carbon,,ARB Inactive,Desha County,ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR310,EOS HFC 310,,EOS Climate Inc,SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Completed,Not ARB Eligible,Champaign,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",8468.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.eosclimate.com,,,,
ACR311,EOS ACR 311,CAOD5261,EOS Climate Inc,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Clean Harbors,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",107264.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR312,EOS ACR 312,CAOD5262,EOS Climate Inc,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",140871.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR313,High Island Dairy,CALS5263,"Camco Offsets I, LLC",Dillon Consulting Limited,Livestock Waste Management,,Listed - Active ARB Project,Le Sueur,MINNESOTA,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",136868.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR314,Wabashco Clean Sweep 8,CAOD5264,"Wabashco, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",111977.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR315,EOS ACR 315,CAOD5277,EOS Climate Inc,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",86839.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR316,EOS ACR 316,CAOD5278,EOS Climate Inc,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",104897.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR322,Statz Bros. Home Farm Anaerobic Digester,CALS5322,"3Degrees Group, Inc.",,Livestock Waste Management,,Listed - Active ARB Project,Sun Prairie,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",20122.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR323,Statz B Farm Anaerobic Digester,CALS5323,"3Degrees Group, Inc.",,Livestock Waste Management,,Listed - Active ARB Project,5707 County Road Vv,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",35235.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR324,Finite Carbon - Sealaska Native Alaskan IFM,CAFR5294,Sealaska Corporation,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,12976660.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR342,Baker Mine AMM,CAMM5342,"Wabashco, LLC",Ruby Canyon Environment,Coal Mine Methane,,ARB Terminated,1919 KY 132,KENTUCKY,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",2236.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR343,Wabashco Clean Sweep 9,CAOD5343,"Wabashco, LLC",,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",93298.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR348,Foam Blowing Agent Project 001,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"Earth City, MO",MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",13399.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR349,Kettle Butte Digester,CALS5349,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",Livestock Waste Management,,Listed - Active ARB Project,Roberts,IDAHO,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",103049.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR350,Tradewater ODS 1,CAOD5350,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,"El Dorado, AR",ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",116741.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR351,EOS ACR 351,CAOD5351,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",28562.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR352,EOS ACR 352,CAOD5352,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",68637.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR353,Cow Poo Digester,CALS5353,"3Degrees Group, Inc.","SES, Inc.",Livestock Waste Management,,Listed - Active ARB Project,Alma Center,WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",7781.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR354,Tradewater ODS2,CAOD5354,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",103357.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR355,Greenwood Dairy Anaerobic Digester,CALS5355,"3Degrees Group, Inc.","SES, Inc.",Livestock Waste Management,,Listed - Active ARB Project,"Canton, New York",NEW YORK,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",52943.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR356,EOS ACR 356,CAOD5356,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",110720.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR357,EOS ACR 357,CAOD5357,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",84131.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR358,EOS ACR 358,CAOD5358,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",60749.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR359,Tradewater ODS 3,CAOD5359,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",97813.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR360,Finite Carbon - Ahtna Native Alaskan IFM,CAFR5360,"Ahtna, Incorporated",SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,"Glennallen, AK",ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,16085960.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR361,Forest Carbon Partners - Port Graham Corporation Improved Forest Management Project,CAFR5361,"Forest Carbon Partners, L.P.",,Forest Carbon,,Listed - Active ARB Project,Kenai Peninsula,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2501982.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,www.forestcarbonpartners.com,,,,
ACR362,Whirlpool HFO Amana 362,,328,SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Completed,Not ARB Eligible,Amana,IOWA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",106024.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR363,Tradewater ODS 4,CAOD5363,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,"El Dorado, AR",ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",91819.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR364,Restoration of Coastal Wetland Forest in Louisiana,,Restore the Earth Foundation,,Wetland Restoration,Canceled,Not ARB Eligible,Pointe aux Chenes Louisiana,LOUISIANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Restoration of Degraded Deltaic Wetlands of the Mississippi Delta,,www.restoretheearth.org,,,,
ACR365,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA (HFO-1233zd(E)) 2014 and 2015,,318,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"Houston, TX and Brantford, Ontario",TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",5967.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR366,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA (HFO-1233zd(E)) 2015,,318,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Houston,TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",28770.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR367,Elk Creek Permit Area Abandoned Mine Project,CAMM5367,Vessels Carbon Solutions,SCS Global Services (Scientific Certification Systems),Coal Mine Methane,,Listed - Active ARB Project,Somerset,COLORADO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",704617.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR368,Anew - Middlebury Forestry Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,"Middlebury, Vermont",VERMONT,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,102286.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR369,Foam Blowing Agent Project 002,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Rockford,MINNESOTA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",113546.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR370,Tradewater ODS 5,CAOD5370,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",121455.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR371,Blue Source - Great Mountain Forest Improved Forest Management Project,CAFR5371,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,Norfolk,CONNECTICUT,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,404494.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR372,EOS ACR 372,CAOD0059,EOS Climate Inc,,Ozone Depleting Substances,Completed,Proposed Early Action,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol,,www.eosclimate.com,,,,
