Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR203,2014-P5,,EOS Climate Inc,,Ozone Depleting Substances,,ARB Inactive,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR204,Improvements in Vehicle Efficiency for Marten Transport,,"Truckers Carbon Exchange, Inc.",SCS Global Services (Scientific Certification Systems),Transport / Fleet Efficiency,Completed,Not ARB Eligible,US (48 States),WISCONSIN,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",207509.0,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,,none,,,,
ACR205,Emission Reductions in California Rice Management Systems,,Terra Global Capital,"Environmental Services, Inc.",Agricultural Land Management,Completed,Not ARB Eligible,Colusa and Glenn Counties in California’s Sacramento Valley.,CALIFORNIA,US,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,202.0,Emission Reductions in Rice Management Systems,,,,,,
ACR206,2014-P4,CAOD5052,EOS Climate Inc,NSF International Strategic Registrations (NSF-ISR),Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",71825.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR207,Improvements in Vehicle Efficiency for Crete Carrier Corp,,"Truckers Carbon Exchange, Inc.",SCS Global Services (Scientific Certification Systems),Transport / Fleet Efficiency,Completed,Not ARB Eligible,Us (48 States),NEBRASKA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",267128.0,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,,,,,,
ACR208,RR ACR 2014,CAOD5056,"RapRec Refrigerants, Inc.","First Environment of California, Inc.",Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",315794.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.raprec.com,,,,
ACR209,Finite Carbon - Weyerhaeuser Company IFM 1,,Weyerhaeuser Company,,Forest Carbon,,ARB Inactive,Mississippi & Alabama,ALABAMA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,www.weyerhaeuser.com,,,,
ACR210,Huron Mountain Club Forest Carbon Project,,Huron Mountain Club,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,"Marquette County, Michigan",MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1342730.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR211,White Mountain Apache Tribe Forest Carbon Project,,White Mountain Apache Tribe,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,White River,ARIZONA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,4912398.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR212,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,,245,"S&A Carbon, LLC",Forest Carbon,Registered,Not ARB Eligible,70mile radius of Grand Rapids,MINNESOTA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1710013.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR213,EOS ACR 213,CAOD5068,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",127664.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR214,EOS ACR 214,CAOD5069,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",145580.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR215,Açu Renewable Energy Project,,Sustainable Carbon - Projetos Ambientais Ltda.,,Fuel Switching,Canceled,Not ARB Eligible,"Açu region (municipalities of Açu, Afonso Bezerra, Alto do Rodrigues, Carnaubais, Ipanguaçu, Itajá, Macau, Pendências, Porto do Mangue).",State of Rio Grande do Norte,BR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,,,,,,
ACR216,Renewable Energy Project in the State of Ceará,,Sustainable Carbon - Projetos Ambientais Ltda.,,Fuel Switching,Canceled,Not ARB Eligible,"Municipalities of Aracati, Aquiraz, Caucaia, Crato, Itapipoca, and Milagres",State of Ceará,BR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,,,,,,
ACR217,São Luís Renewable Energy Project,,Sustainable Carbon - Projetos Ambientais Ltda.,,Fuel Switching,Canceled,Not ARB Eligible,"Municipalities of Bacabeira, Itapecuru Mirim, Matinha, Rosário, Santa Luzia, and São Luís",State of Maranhão,BR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,,,,,,
ACR218,Seridó Renewable Energy Project,,Sustainable Carbon - Projetos Ambientais Ltda.,,Fuel Switching,Canceled,Not ARB Eligible,"Seridó region, located in the northeast of Brazil",States of Paraíba and Rio Grande do Norte,BR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,,,,,,
ACR219,Low Carbon Agriculture: Composting Project in Brazil,,Sustainable Carbon - Projetos Ambientais Ltda.,,Livestock Waste Management,Canceled,Not ARB Eligible,"The project location is within the swine producing region of Brazil, in the west of the States of Paraná, Santa Catarina, and Rio Grande do Sul, which are located in the south of the country.","States of PR, SC, and RS",BR,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,ACM0010: Consolidated baseline methodology for GHG emission reductions from manure management systems,,,,,,
ACR220,Araripina Renewable Energy Project,,Sustainable Carbon - Projetos Ambientais Ltda.,,Fuel Switching,Canceled,Not ARB Eligible,"Araripina region (municipalities of Araripina, Ouricuri, Trindade, Ipubi, and Bodocó)",State of Pernambuco,BR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,,,,,,
ACR221,Wabashco Clean Sweep 3,CAOD5070,"Wabashco, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",112378.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR222,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,,"Ducks Unlimited, Inc.",Ruby Canyon Environment,Agricultural Land Management,Registered,Not ARB Eligible,Missouri Coteau,NORTH DAKOTA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,166197.0,Avoided Conversion of Grasslands and Shrublands to Crop Production,,,,,,
ACR223,Transformer Oil Reclamation Project,,253,"Agri-Waste Technology, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",357375.0,Reduction in Emissions from the Recycling of Transformer Oil,,www.hydrodec.com,,,,
ACR224,"SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTÔNIO DE PÁDUA, SÃO CRISTÓVÃO AND SÃO JORGE",,SANTOS ENERGIA PARTICIPAÇÕES S.A.,Ruby Canyon Environment,Renewable Energy,Registered,Not ARB Eligible,Trairí,Ceará,BR,07: Affordable and Clean Energy;11: Sustainable Cities and Communities;13: Climate Action,468053.0,ACM0002: Consolidated baseline methodology for grid-connected electricity generation from renewable sources,,https://www.aesbrasil.com.br,,,,
ACR225,Wabashco Clean Sweep 4,CAOD5099,"Wabashco, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",110003.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR226,Marshall County VAM Abatement Project,CAMM5100,"NextEra Energy Marketing, LLC","SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,"Glen Easton, WV  26039",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",1620281.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR227,RR ACR 2014 756,CAOD5102,"RapRec Refrigerants, Inc.",,Ozone Depleting Substances,,ARB Inactive,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.raprec.com,,,,
ACR228,RR ACR 2014 758,CAOD5103,"RapRec Refrigerants, Inc.",,Ozone Depleting Substances,,ARB Inactive,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.raprec.com,,,,
ACR229,RR ACR 2014 768,CAOD5104,"RapRec Refrigerants, Inc.",,Ozone Depleting Substances,,ARB Inactive,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.raprec.com,,,,
ACR230,Emission Reductions in Midsouth Rice Management Systems,,Terra Global Capital,SCS Global Services (Scientific Certification Systems),Agricultural Land Management,Completed,Not ARB Eligible,"Prairie, McGhee, Desha, Mississippi and Craighead Counties in Arkansas, and Coahoma, Bolivar, and Washington Counties in Mississippi",ARKANSAS,US,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,395.0,Emission Reductions in Rice Management Systems,,,,,,
ACR231,Emission Reductions in California Rice Management Systems – System 2,,Terra Global Capital,,Agricultural Land Management,Canceled,Not ARB Eligible,"Colusa, Butte, Sutter, Placer, Glenn, Yuba and Sacramento Counties in California",CALIFORNIA,US,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Emission Reductions in Rice Management Systems,,,,,,
ACR232,The Dry Creek Dairy Biofactory Project,CALS5107,"Camco Offsets I, LLC",Dillon Consulting Limited,Livestock Waste Management,,ARB Terminated,Hansen,IDAHO,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",298204.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR233,Double A Dairy,CALS5108,"Camco EAM, LLC","Agri-Waste Technology, Inc.",Livestock Waste Management,,ARB Terminated,Jerome,IDAHO,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",294783.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR234,Alliance Dairy,CALS5134,"3Degrees Group, Inc.","SES, Inc.",Livestock Waste Management,,Listed - Active ARB Project,Trenton,FLORIDA,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",84219.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR235,"Synergy Biogas, LLC",CALS5135,"Camco EAM, LLC",Dillon Consulting Limited,Livestock Waste Management,,Listed - Active ARB Project,Wyoming,NEW YORK,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",48409.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR236,Green Meadow Farm,CALS5136,"Camco Offsets I, LLC",,Livestock Waste Management,,Listed - Active ARB Project,Elsie,MICHIGAN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",19517.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR237,Blue Source - Hawthorne Ten Mile Watershed Improved Forest Management Project,,Blue Source,"Environmental Services, Inc.",Forest Carbon,,ARB Inactive,CA,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR238,Willet Dairy,CALS5138,"Camco Offsets I, LLC",Dillon Consulting Limited,Livestock Waste Management,,Listed - Active ARB Project,King Ferry,NEW YORK,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",114740.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,Project transitioned to LCFS. ACR waiting for missing reporting deadline (11/29/23) to terminate,,,,,
ACR239,"Edaleen Cow Power, LLC",CALS5139,"Camco Offsets I, LLC","Agri-Waste Technology, Inc.",Livestock Waste Management,,Listed - Active ARB Project,Lynden,WASHINGTON,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",40091.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR240,EOS ACR 240,CAOD5140,EOS Climate Inc,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",129700.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.eosclimate.com,,,,
ACR241,Gardeau Crest Dairy,CALS5181,"Camco Offsets I, LLC",Dillon Consulting Limited,Livestock Waste Management,,Listed - Active ARB Project,"4326 Middle Reservation Road, Perry, NY 14530",NEW YORK,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",91842.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,CAMM5172,Vessels Carbon Solutions,"First Environment of California, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Ebensburg,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",153189.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR243,Elk Creek Coal Mine Methane Destruction & Utilization Project,CAMM5173,Vessels Carbon Solutions,SCS Engineers,Coal Mine Methane,,ARB Completed,Somerset,COLORADO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",266263.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR244,Wabashco Clean Sweep 5,CAOD5177,"Wabashco, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",57589.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR245,Storrie Fire Reforestation Compliance Project,CAFR5187,"W. M. Beaty & Associates, Inc.",Ruby Canyon Environment,Forest Carbon,,Listed - Active Registry Project,Chester,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,www.wmbeaty.com,,,,
ACR246,Devil Fire Reforestation Compliance Project,CAFR5186,"W. M. Beaty & Associates, Inc.",Ruby Canyon Environment,Forest Carbon,,Listed - Active Registry Project,Susanville,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,www.wmbeaty.com,,,,
ACR247,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,CAFR5202,Bluesource Sustainable Forests Company,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Owls Head,NEW YORK,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,860277.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR248,Cumberland Forest Highlands IFM,CAFR5198,The Nature Conservancy,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,3634950.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR249,Finite Carbon - Lyme Wyoming IFM,CAFR5199,The Lyme Timber Company,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,6069060.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR250,Clear Heart,CAFR5203,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,,Forest Carbon,,Listed - Proposed Project,Mendocino and Sonoma Counties,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
