Project ID,Project Name,Project Developer,Project Type,Project Site State,Project Site Country,Additional Certification(s),Vintage,Deposit Date,Offset Credits Deposited,Offset Credits Released,Offset Credits Retired,Offset Credits Canceled,Offset Credits Canceled for ARB,Buffer Pool Balance,Year Effective,CAR Buffer Data,Updated 11-1-23,Total Buffer Pool:,782813
CAR1004,Finite Carbon - Berry Summit,"Berry Summit, LLC",Improved Forest Management,CA,US,,2013,2013-10-23,45928,0,0,0,45928,0,2013,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2018,2020-09-16,826,0,0,0,0,826,2020,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2017,2020-09-16,1462,0,0,0,0,1462,2020,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2016,2020-09-16,1462,0,0,0,0,1462,2020,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2015,2020-09-16,1462,0,0,0,0,1462,2020,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2014,2015-12-14,1053,0,0,0,1053,0,2015,,,,
CAR1015,Rips Redwoods,"Rips Redwoods, LLC",Improved Forest Management,CA,US,,2013,2014-10-28,19613,0,0,245,19368,0,2014,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2022,2022-12-30,12,0,0,0,0,12,2022,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2021,2022-12-30,24,0,0,0,0,24,2022,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2020-12-02,12,0,0,0,0,12,2020,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2022-12-30,12,0,0,0,0,12,2022,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-01-24,12,0,0,0,0,12,2020,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-12-02,12,0,0,0,0,12,2020,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2020-01-24,12,0,0,0,0,12,2020,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2018-12-25,12,0,0,0,0,12,2018,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2017,2018-12-25,24,0,0,0,0,24,2018,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2016,2018-07-12,24,0,0,0,0,24,2018,,,,
CAR1237,Raven's Nest Nature Preserve,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2015,2018-07-12,1,0,0,0,0,1,2018,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2022,2022-12-30,52,0,0,0,0,52,2022,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2021,2022-12-30,105,0,0,0,0,105,2022,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2020-12-02,52,0,0,0,0,52,2020,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2022-12-30,53,0,0,0,0,53,2022,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-01-24,52,0,0,0,0,52,2020,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-12-02,53,0,0,0,0,53,2020,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2018-12-25,52,0,0,0,0,52,2018,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2020-01-24,53,0,0,0,0,53,2020,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2017,2018-12-25,106,0,0,0,0,106,2018,,,,
CAR1238,Heartland Ranch Phase 1,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2016,2018-07-12,47,0,0,0,0,47,2018,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2022,2022-11-10,113,0,0,0,0,113,2022,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2021,2021-09-17,113,0,0,0,0,113,2021,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2021,2022-11-10,135,0,0,0,0,135,2022,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2020,2021-09-17,135,0,0,0,0,135,2021,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2020,2020-10-20,114,0,0,0,0,114,2020,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2019,2019-09-27,113,0,0,0,0,113,2019,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2019,2020-10-20,135,0,0,0,0,135,2020,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2018,2019-09-27,135,0,0,0,0,135,2019,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2018,2019-01-18,113,0,0,0,0,113,2019,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2017,2019-01-18,249,0,0,0,0,249,2019,,,,
CAR1247,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC",Avoided Grassland Conversion,MT,US,,2016,2019-01-18,135,0,0,0,0,135,2019,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2022,2023-08-24,82,0,0,0,0,82,2023,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2021,2023-08-24,82,0,0,0,0,82,2023,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2020,2022-02-08,82,0,0,0,0,82,2022,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2019,2022-02-08,82,0,0,0,0,82,2022,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2018,2019-12-17,81,0,0,0,0,81,2019,,,,
CAR1259,Lightning Creek Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2017,2019-12-17,62,0,0,0,0,62,2019,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2022,2023-08-24,29,0,0,0,0,29,2023,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2021,2023-08-24,29,0,0,0,0,29,2023,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2020,2022-02-08,29,0,0,0,0,29,2022,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2019,2022-02-08,29,0,0,0,0,29,2022,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2018,2019-12-17,29,0,0,0,0,29,2019,,,,
CAR1260,BNW West,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2017,2019-12-17,19,0,0,0,0,19,2019,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2022,2023-09-22,184,0,0,0,0,184,2023,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2021,2022-06-21,184,0,0,0,0,184,2022,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2020,2021-06-09,184,0,0,0,0,184,2021,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2019,2020-05-21,184,0,0,0,0,184,2020,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2018,2019-06-04,184,0,0,0,0,184,2019,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2017,2018-06-22,183,0,0,0,0,183,2018,,,,
CAR1261,May Ranch Avoided Grassland Conversion,"Ducks Unlimited, Inc.",Avoided Grassland Conversion,CO,US,,2016,2018-06-22,9,0,0,0,0,9,2018,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2020,2021-04-07,554,0,0,0,0,554,2021,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2019,2021-04-07,184,0,0,0,0,184,2021,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2019,2021-04-07,524,0,0,0,0,524,2021,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2018,2019-11-19,438,0,0,0,0,438,2019,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2018,2021-04-07,174,0,0,0,0,174,2021,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2017,2019-11-19,402,0,0,0,0,402,2019,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2017,2019-11-19,146,0,0,0,0,146,2019,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2016,2017-10-17,889,0,0,0,0,889,2017,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2016,2019-11-19,134,0,0,0,0,134,2019,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2015,2017-10-17,224,0,0,0,0,224,2017,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2015,2017-10-17,295,0,0,0,0,295,2017,,,,
CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,OA,MX,,2014,2017-10-17,74,0,0,0,0,74,2017,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2022,2022-10-14,84,0,0,0,0,84,2022,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2021,2021-12-07,135,0,0,0,0,135,2021,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2021,2022-10-14,283,0,0,0,0,283,2022,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2020,2021-12-07,450,0,0,0,0,450,2021,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2020,2021-04-09,103,0,0,0,0,103,2021,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2019,2020-07-28,93,0,0,0,0,93,2020,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2019,2021-04-09,339,0,0,0,0,339,2021,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2018,2020-07-28,313,0,0,0,0,313,2020,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2018,2020-07-28,28,0,0,0,0,28,2020,,,,
CAR1282,Captura de carbono en San Rafael Ixtapalucan,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2017,2020-07-28,94,0,0,0,0,94,2020,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2022,2023-08-24,91,0,0,0,0,91,2023,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2021,2023-08-24,91,0,0,0,0,91,2023,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2020,2022-02-08,92,0,0,0,0,92,2022,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2019,2022-02-08,91,0,0,0,0,91,2022,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2018,2019-12-17,92,0,0,0,0,92,2019,,,,
CAR1284,BNW Ranch,Climate Trust Capital Fund I LP,Avoided Grassland Conversion,OR,US,,2017,2019-12-17,17,0,0,0,0,17,2019,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2022,2022-10-07,115,0,0,0,0,115,2022,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2021,2021-12-21,159,0,0,0,0,159,2021,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2021,2022-10-07,352,0,0,0,0,352,2022,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2020,2021-12-21,485,0,0,0,0,485,2021,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2020,2021-03-19,213,0,0,0,0,213,2021,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2019,2021-03-19,641,0,0,0,0,641,2021,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2019,2020-04-24,124,0,0,0,0,124,2020,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2018,2019-04-10,182,0,0,0,0,182,2019,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2018,2020-04-24,377,0,0,0,0,377,2020,,,,
CAR1285,Conservación y Captura de Carbono Co2ltzingo,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,PU,MX,,2017,2019-04-10,502,0,0,0,0,502,2019,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2022,2022-12-30,21,0,0,0,0,21,2022,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2021,2022-12-30,42,0,0,0,0,42,2022,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2020-12-02,21,0,0,0,0,21,2020,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2022-12-30,21,0,0,0,0,21,2022,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-01-24,21,0,0,0,0,21,2020,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-12-02,21,0,0,0,0,21,2020,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2020-01-24,21,0,0,0,0,21,2020,,,,
CAR1299,Heartland Ranch Phase 2,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2019-03-29,15,0,0,0,0,15,2019,,,,
CAR1306,"Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX",Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Forestry - MX,DF,MX,,2018,2018-08-28,303,0,0,0,0,303,2018,,,,
CAR1306,"Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX",Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Forestry - MX,DF,MX,,2017,2018-08-28,36,0,0,0,0,36,2018,,,,
CAR1325,Captura de Carbono Forestal Ejido San Lucas,Consejo Civil Mexicano para la Silvicultura Sostenible AC,Forestry - MX,EM,MX,,2021,2022-11-01,287,0,0,0,0,287,2022,,,,
CAR1325,Captura de Carbono Forestal Ejido San Lucas,Consejo Civil Mexicano para la Silvicultura Sostenible AC,Forestry - MX,EM,MX,,2020,2022-11-01,201,0,0,0,0,201,2022,,,,
CAR1325,Captura de Carbono Forestal Ejido San Lucas,Consejo Civil Mexicano para la Silvicultura Sostenible AC,Forestry - MX,EM,MX,,2019,2021-01-25,228,0,0,0,0,228,2021,,,,
CAR1325,Captura de Carbono Forestal Ejido San Lucas,Consejo Civil Mexicano para la Silvicultura Sostenible AC,Forestry - MX,EM,MX,,2018,2021-01-25,53,0,0,0,0,53,2021,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2022,2022-12-30,7,0,0,0,0,7,2022,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2021,2022-12-30,14,0,0,0,0,14,2022,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2022-12-30,7,0,0,0,0,7,2022,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2020,2020-12-02,18,0,0,0,0,18,2020,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-01-24,7,0,0,0,0,7,2020,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2019,2020-12-02,8,0,0,0,0,8,2020,,,,
CAR1328,Heartland Ranch Phase 3,Southern Plains Land Trust,Avoided Grassland Conversion,CO,US,,2018,2020-01-24,7,0,0,0,0,7,2020,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2021,2022-07-21,225,0,0,0,0,225,2022,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2020,2022-07-21,217,0,0,0,0,217,2022,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2020,2022-07-21,189,0,0,0,0,189,2022,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2019,2022-07-21,181,0,0,0,0,181,2022,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2019,2019-12-04,181,0,0,0,0,181,2019,,,,
CAR1333,Captura de Carbono San Bartolo O2,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Forestry - MX,EM,MX,,2018,2019-12-04,151,0,0,0,0,151,2019,,,,
CAR1345,El Nopalillo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2021,2022-07-08,25,0,0,0,0,25,2022,,,,
CAR1345,El Nopalillo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2022-07-08,42,0,0,0,0,42,2022,,,,
CAR1345,El Nopalillo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2021-02-25,32,0,0,0,0,32,2021,,,,
CAR1345,El Nopalillo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2019,2021-02-25,82,0,0,0,0,82,2021,,,,
CAR1345,El Nopalillo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2018,2021-02-25,48,0,0,0,0,48,2021,,,,
CAR1347,Cima de Togo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2021,2022-07-08,124,0,0,0,0,124,2022,,,,
CAR1347,Cima de Togo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2021-03-09,87,0,0,0,0,87,2021,,,,
CAR1347,Cima de Togo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2022-07-08,205,0,0,0,0,205,2022,,,,
CAR1347,Cima de Togo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2019,2021-03-09,223,0,0,0,0,223,2021,,,,
CAR1347,Cima de Togo - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2018,2021-03-09,131,0,0,0,0,131,2021,,,,
CAR1348,Chacalapa - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2021,2022-07-08,25,0,0,0,0,25,2022,,,,
CAR1348,Chacalapa - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2021-03-09,27,0,0,0,0,27,2021,,,,
CAR1348,Chacalapa - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2022-07-08,43,0,0,0,0,43,2022,,,,
CAR1348,Chacalapa - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2019,2021-03-09,68,0,0,0,0,68,2021,,,,
CAR1348,Chacalapa - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2018,2021-03-09,40,0,0,0,0,40,2021,,,,
CAR1350,El Ocote - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2021,2022-07-08,15,0,0,0,0,15,2022,,,,
CAR1350,El Ocote - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2021-03-09,23,0,0,0,0,23,2021,,,,
CAR1350,El Ocote - ASRTulancingo,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Forestry - MX,HG,MX,,2020,2022-07-08,25,0,0,0,0,25,2022,,,,
